EID,R,Year
2-s2.0-78049448005,0,2010
2-s2.0-77955353160,0,2010
2-s2.0-77955582638,0,2010
2-s2.0-77955145471,0,2010
2-s2.0-77955136947,0,2010
2-s2.0-77950914750,0,2010
2-s2.0-77955589321,0,2010
2-s2.0-77954830714,0,2010
2-s2.0-77954594464,0,2010
2-s2.0-77953010157,0,2010
2-s2.0-77955356186,0,2010
2-s2.0-77955397926,0,2010
2-s2.0-84882802577,0,2010
2-s2.0-77955362802,0,2010
2-s2.0-77954214023,0,2010
2-s2.0-77953678545,0,2010
2-s2.0-77953757317,0,2010
2-s2.0-77953385602,0,2010
2-s2.0-77953292463,0,2010
2-s2.0-77953330270,1,2010
2-s2.0-77952706319,0,2010
2-s2.0-78049280235,0,2010
2-s2.0-78650790257,0,2010
2-s2.0-77950835676,0,2010
2-s2.0-77951059049,0,2010
2-s2.0-77955518446,0,2010
2-s2.0-77956875070,1,2010
2-s2.0-77950585089,0,2010
2-s2.0-73549085876,0,2010
2-s2.0-77956115307,0,2010
2-s2.0-79951978860,1,2010
2-s2.0-77950391696,0,2010
2-s2.0-79954604815,0,2010
2-s2.0-77953521007,1,2010
2-s2.0-77950377831,0,2010
2-s2.0-77249159466,0,2010
2-s2.0-77249119788,0,2010
2-s2.0-77649170179,0,2010
2-s2.0-78650225970,0,2010
2-s2.0-76649088979,0,2010
2-s2.0-77949271502,0,2010
2-s2.0-77952269641,0,2010
2-s2.0-72149109828,0,2010
2-s2.0-72049088771,0,2010
2-s2.0-84890462667,0,2010
2-s2.0-77952323090,1,2010
2-s2.0-84901044743,0,2010
2-s2.0-77952914441,0,2010
2-s2.0-73549110549,0,2009
2-s2.0-72049124278,0,2009
2-s2.0-72049122170,0,2009
2-s2.0-72049103215,0,2009
2-s2.0-72449163469,1,2009
2-s2.0-84923597976,0,2015
2-s2.0-71949100789,0,2009
2-s2.0-71549118252,0,2009
2-s2.0-70649089547,0,2009
2-s2.0-70649089546,0,2009
2-s2.0-70350621354,0,2009
2-s2.0-77953899818,0,2009
2-s2.0-77049122015,0,2009
2-s2.0-77956200202,1,2009
2-s2.0-77950875518,1,2009
2-s2.0-77950273380,1,2009
2-s2.0-71549152563,0,2009
2-s2.0-71449118322,1,2009
2-s2.0-70450104672,0,2009
2-s2.0-70350782351,0,2009
2-s2.0-71449094003,0,2009
2-s2.0-73249138118,0,2009
2-s2.0-71549140257,0,2009
2-s2.0-72049085042,0,2009
2-s2.0-71549160346,0,2009
2-s2.0-73849123890,0,2009
2-s2.0-77952156005,0,2009
2-s2.0-73249129892,0,2009
2-s2.0-70450210453,0,2009
2-s2.0-71549161033,0,2009
2-s2.0-71749088180,0,2009
2-s2.0-70349932546,1,2009
2-s2.0-69549103028,1,2009
2-s2.0-70349895441,0,2009
2-s2.0-70349779595,0,2009
2-s2.0-70349762848,0,2009
2-s2.0-70349435475,0,2009
2-s2.0-69549111762,0,2009
2-s2.0-69549134171,0,2009
2-s2.0-69949087763,1,2009
2-s2.0-69949090037,1,2009
2-s2.0-70349682700,0,2009
2-s2.0-77953314610,0,2009
2-s2.0-70350142166,0,2009
2-s2.0-77957680930,0,2009
2-s2.0-68949114810,0,2009
2-s2.0-69249158280,0,2009
2-s2.0-68949086640,0,2009
2-s2.0-68949163186,0,2009
2-s2.0-68749098506,0,2009
2-s2.0-77952408496,0,2009
2-s2.0-67650675382,1,2009
2-s2.0-67650630255,1,2009
2-s2.0-67650550968,0,2009
2-s2.0-67649511992,1,2009
2-s2.0-67649519737,0,2009
2-s2.0-67649467709,1,2009
2-s2.0-68649114841,0,2009
2-s2.0-67649448959,0,2009
2-s2.0-67249156793,0,2009
2-s2.0-67649889995,0,2009
2-s2.0-67649612721,0,2009
2-s2.0-65949097476,0,2009
2-s2.0-60549110217,1,2009
2-s2.0-68249152029,0,2009
2-s2.0-84857545465,0,2009
2-s2.0-68249152027,0,2009
2-s2.0-66049091645,0,2009
2-s2.0-65449175757,0,2009
2-s2.0-67650492196,0,2009
2-s2.0-65549138966,0,2009
2-s2.0-64449083866,0,2009
2-s2.0-67649532214,0,2009
2-s2.0-67649582884,0,2009
2-s2.0-65549099261,0,2009
2-s2.0-67650336999,0,2009
2-s2.0-62649087464,0,2009
2-s2.0-84861870807,1,2009
2-s2.0-65349159836,0,2009
2-s2.0-77950763384,1,2009
2-s2.0-64549106993,1,2009
2-s2.0-77952377675,0,2009
2-s2.0-64549151021,1,2009
2-s2.0-62149092096,0,2009
2-s2.0-63149186295,0,2009
2-s2.0-62849094763,0,2009
2-s2.0-61949271583,0,2009
2-s2.0-63549138771,0,2009
2-s2.0-76749133277,0,2009
2-s2.0-60549097951,0,2009
2-s2.0-61549121420,0,2009
2-s2.0-61549131697,0,2009
2-s2.0-60749096324,0,2009
2-s2.0-58949104742,0,2009
2-s2.0-51649100007,1,2009
2-s2.0-58749102194,1,2009
2-s2.0-58149468350,0,2009
2-s2.0-59449090999,0,2009
2-s2.0-58049202747,0,2009
2-s2.0-56549103587,0,2009
2-s2.0-57649195416,0,2009
2-s2.0-58149093055,0,2009
2-s2.0-68949145054,0,2009
2-s2.0-58749101574,0,2009
2-s2.0-70449585278,1,2009
2-s2.0-84901989001,0,2009
2-s2.0-51849120072,0,2009
2-s2.0-57949092892,0,2008
2-s2.0-57649210902,0,2008
2-s2.0-57749092816,0,2008
2-s2.0-57349165761,0,2008
2-s2.0-84883113107,0,2008
2-s2.0-58249114389,0,2008
2-s2.0-60749114776,1,2008
2-s2.0-84885901527,0,2008
2-s2.0-79952308612,0,2008
2-s2.0-67650470770,1,2008
2-s2.0-84869482666,0,2008
2-s2.0-65649128606,0,2008
2-s2.0-77953886818,1,2008
2-s2.0-78651556836,1,2008
2-s2.0-65249134253,0,2008
2-s2.0-78049501549,1,2008
2-s2.0-56349083869,0,2008
2-s2.0-57149085476,0,2008
2-s2.0-57049162927,0,2008
2-s2.0-56849088917,0,2008
2-s2.0-56049124608,0,2008
2-s2.0-57849146227,1,2008
2-s2.0-56049120605,0,2008
2-s2.0-62349097583,0,2008
2-s2.0-55849125824,0,2008
2-s2.0-55849092872,0,2008
2-s2.0-55849110002,1,2008
2-s2.0-53349168932,0,2008
2-s2.0-55149084833,0,2008
2-s2.0-54249121832,0,2008
2-s2.0-51649083672,0,2008
2-s2.0-55249101977,0,2008
2-s2.0-55249087655,0,2008
2-s2.0-51849131090,0,2008
2-s2.0-51749092638,1,2008
2-s2.0-51749090012,1,2008
2-s2.0-52249114527,0,2008
2-s2.0-50249102243,0,2008
2-s2.0-65349124916,0,2008
2-s2.0-50249161541,0,2008
2-s2.0-49749098524,0,2008
2-s2.0-49749136926,0,2008
2-s2.0-47949113122,0,2008
2-s2.0-49249128803,0,2008
2-s2.0-49149100387,0,2008
2-s2.0-47649097826,0,2008
2-s2.0-74149084718,0,2008
2-s2.0-47049114098,0,2008
2-s2.0-43049154963,0,2008
2-s2.0-47049116451,0,2008
2-s2.0-45749153803,0,2008
2-s2.0-45749140886,0,2008
2-s2.0-44649134810,0,2008
2-s2.0-44649097173,0,2008
2-s2.0-44649125996,0,2008
2-s2.0-43949128426,0,2008
2-s2.0-49749123961,0,2008
2-s2.0-43149118118,0,2008
2-s2.0-43749097413,0,2008
2-s2.0-43449092880,0,2008
2-s2.0-43749091288,0,2008
2-s2.0-43749089567,0,2008
2-s2.0-43749117736,0,2008
2-s2.0-42149123693,0,2008
2-s2.0-41749084141,0,2008
2-s2.0-40849085283,0,2008
2-s2.0-40949094486,0,2008
2-s2.0-40949147466,0,2008
2-s2.0-39149105609,0,2008
2-s2.0-43749106194,0,2008
2-s2.0-38949178750,0,2008
2-s2.0-40849085098,0,2008
2-s2.0-38449095077,1,2008
2-s2.0-40849126908,0,2008
2-s2.0-40849124287,0,2008
2-s2.0-38349078908,0,2008
2-s2.0-70449633074,1,2008
2-s2.0-37549063442,0,2008
2-s2.0-38549101141,0,2008
2-s2.0-38549084738,0,2008
2-s2.0-37449001325,0,2008
2-s2.0-37049032578,0,2008
2-s2.0-84907052698,1,2008
2-s2.0-35348840879,1,2008
2-s2.0-84907044657,1,2008
2-s2.0-67650317516,0,2008
2-s2.0-40549099019,0,2008
2-s2.0-37649000954,0,2007
2-s2.0-38049025209,0,2007
2-s2.0-37249034185,0,2007
2-s2.0-50249084573,1,2007
2-s2.0-41949093230,1,2007
2-s2.0-84869851321,1,2007
2-s2.0-50249086460,1,2007
2-s2.0-41949087024,1,2007
2-s2.0-40549087340,0,2007
2-s2.0-38649102540,0,2007
2-s2.0-41149107366,0,2007
2-s2.0-36549065624,0,2007
2-s2.0-35448998458,0,2007
2-s2.0-35948958596,0,2007
2-s2.0-35848929078,0,2007
2-s2.0-37049032834,0,2007
2-s2.0-38749110353,0,2007
2-s2.0-35548973987,0,2007
2-s2.0-35648960875,0,2007
2-s2.0-34948874305,0,2007
2-s2.0-35549002826,0,2007
2-s2.0-35348926867,0,2007
2-s2.0-35648997084,0,2007
2-s2.0-34948847055,0,2007
2-s2.0-45349090456,0,2007
2-s2.0-34848837024,0,2007
2-s2.0-34548587780,0,2007
2-s2.0-34748887918,0,2007
2-s2.0-34748916575,0,2007
2-s2.0-34547598256,0,2007
2-s2.0-34548656019,1,2007
2-s2.0-34548668420,0,2007
2-s2.0-34548702004,0,2007
2-s2.0-34547786729,0,2007
2-s2.0-34547679498,0,2007
2-s2.0-34247134446,1,2007
2-s2.0-34548572154,0,2007
2-s2.0-34447508455,0,2007
2-s2.0-34249720042,1,2007
2-s2.0-33846027145,1,2007
2-s2.0-77954012237,0,2007
2-s2.0-33947380961,0,2007
2-s2.0-34547312268,0,2007
2-s2.0-35548937918,0,2007
2-s2.0-34249104797,1,2007
2-s2.0-34248645687,0,2007
2-s2.0-34547271202,0,2007
2-s2.0-34347369825,0,2007
2-s2.0-34547276480,0,2007
2-s2.0-33947363727,1,2007
2-s2.0-34247889903,0,2007
2-s2.0-34147137045,0,2007
2-s2.0-33947281497,0,2007
2-s2.0-34250218207,1,2007
2-s2.0-33947496436,0,2007
2-s2.0-33847380621,1,2007
2-s2.0-33846356036,0,2007
2-s2.0-33846847460,0,2007
2-s2.0-33846477322,0,2007
2-s2.0-33947114782,1,2007
2-s2.0-33845591396,0,2006
2-s2.0-33845529162,0,2006
2-s2.0-33845442353,0,2006
2-s2.0-33751535218,0,2006
2-s2.0-34748905206,1,2006
2-s2.0-84890769561,0,2006
2-s2.0-34250317381,0,2006
2-s2.0-33845771189,0,2006
2-s2.0-33846344949,0,2006
2-s2.0-67649736250,0,2006
2-s2.0-33751535189,1,2006
2-s2.0-34748913563,1,2006
2-s2.0-33750986190,0,2006
2-s2.0-33748711820,0,2006
2-s2.0-33750470815,0,2006
2-s2.0-33750359693,0,2006
2-s2.0-33846331705,0,2006
2-s2.0-33947359922,0,2006
2-s2.0-33748084048,0,2006
2-s2.0-33750281800,0,2006
2-s2.0-33750233546,0,2006
2-s2.0-33750021690,0,2006
2-s2.0-33749642354,0,2006
2-s2.0-33750087008,0,2006
2-s2.0-33749069884,0,2006
2-s2.0-33749369460,1,2006
2-s2.0-38749137743,0,2006
2-s2.0-33748797676,0,2006
2-s2.0-33748309131,0,2006
2-s2.0-33748707797,0,2006
2-s2.0-33748510159,0,2006
2-s2.0-33748442328,0,2006
2-s2.0-33748796371,0,2006
2-s2.0-33748039755,0,2006
2-s2.0-33751009916,0,2006
2-s2.0-33747326870,1,2006
2-s2.0-33746812228,0,2006
2-s2.0-33746263897,0,2006
2-s2.0-33846796803,0,2006
2-s2.0-84867755023,0,2006
2-s2.0-33749609021,0,2006
2-s2.0-33745560226,0,2006
2-s2.0-33744982870,0,2006
2-s2.0-33745289033,0,2006
2-s2.0-33744744086,0,2006
2-s2.0-33748073076,0,2006
2-s2.0-33748694894,0,2006
2-s2.0-33646390406,0,2006
2-s2.0-33646446607,0,2006
2-s2.0-32944474215,0,2006
2-s2.0-32644474191,0,2006
2-s2.0-84917298612,0,2006
2-s2.0-33745764008,1,2005
2-s2.0-84880515369,0,2005
2-s2.0-33745472143,1,2005
2-s2.0-33745470516,1,2005
2-s2.0-79960738373,0,2005
2-s2.0-49249109497,0,2005
2-s2.0-33645663755,0,2005
2-s2.0-27144512307,0,2005
2-s2.0-28844493164,0,2005
2-s2.0-26944467926,0,2005
2-s2.0-28844455715,0,2005
2-s2.0-28844476232,0,2005
2-s2.0-25844510858,0,2005
2-s2.0-25844447850,0,2005
2-s2.0-25844487827,0,2005
2-s2.0-28844502043,0,2005
2-s2.0-28844464463,0,2005
2-s2.0-28844485343,0,2005
2-s2.0-28844450091,0,2005
2-s2.0-23844507554,0,2005
2-s2.0-23844549653,0,2005
2-s2.0-28844457013,0,2005
2-s2.0-24044472095,0,2005
2-s2.0-27144476122,0,2005
2-s2.0-17944366710,1,2005
2-s2.0-27144526097,0,2005
2-s2.0-26944500592,0,2005
2-s2.0-20144366578,0,2005
2-s2.0-27744586386,0,2005
2-s2.0-27744551400,0,2005
2-s2.0-19444382364,0,2005
2-s2.0-77954010863,0,2005
2-s2.0-27144482136,0,2005
2-s2.0-33749159346,0,2005
2-s2.0-18144428386,0,2005
2-s2.0-18244372957,0,2005
2-s2.0-18144367007,0,2005
2-s2.0-12344284936,0,2005
2-s2.0-18444371737,0,2005
2-s2.0-18444374165,0,2005
2-s2.0-18044394204,0,2005
2-s2.0-18144379885,0,2005
2-s2.0-18144430233,0,2005
2-s2.0-18044377978,0,2005
2-s2.0-18044386173,0,2005
2-s2.0-4444223992,0,2005
2-s2.0-19944431057,0,2005
2-s2.0-4344585538,1,2005
2-s2.0-19844365000,0,2004
2-s2.0-7044231693,0,2004
2-s2.0-17444397079,0,2004
2-s2.0-33845911978,0,2004
2-s2.0-80051545276,0,2004
2-s2.0-4644283093,0,2004
2-s2.0-8344279699,0,2004
2-s2.0-80051549995,0,2004
2-s2.0-4143083815,0,2004
2-s2.0-4444313653,0,2004
2-s2.0-3042518874,0,2004
2-s2.0-19644400631,0,2004
2-s2.0-0346721868,0,2004
2-s2.0-80051550354,0,2004
2-s2.0-80051549190,0,2004
2-s2.0-42749100935,0,2004
2-s2.0-42749106420,0,2004
2-s2.0-45849155026,0,2004
2-s2.0-3042588947,0,2004
2-s2.0-3342887218,0,2004
2-s2.0-77953978563,0,2004
2-s2.0-14844281935,0,2004
2-s2.0-2342584668,1,2004
2-s2.0-2342454370,1,2004
2-s2.0-2642557257,0,2004
2-s2.0-12144287085,0,2004
2-s2.0-1642523454,0,2004
2-s2.0-42749099994,0,2004
2-s2.0-1642413120,0,2004
2-s2.0-0346899343,0,2004
2-s2.0-0742322295,1,2004
2-s2.0-0346758118,0,2004
2-s2.0-12444292107,0,2003
2-s2.0-1342339597,0,2003
2-s2.0-19944429218,0,2003
2-s2.0-1642436935,0,2003
2-s2.0-0242500279,0,2003
2-s2.0-1342310157,0,2003
2-s2.0-19944428912,0,2003
2-s2.0-0242300767,0,2003
2-s2.0-3543082085,0,2003
2-s2.0-0348227930,0,2003
2-s2.0-0038779937,0,2003
2-s2.0-0141525381,0,2003
2-s2.0-0038559883,1,2003
2-s2.0-0038004459,0,2003
2-s2.0-0042806183,0,2003
2-s2.0-0041804221,0,2003
2-s2.0-0041766771,0,2003
2-s2.0-0038376314,0,2003
2-s2.0-0242361738,0,2003
2-s2.0-0037718317,0,2003
2-s2.0-0346874059,0,2003
2-s2.0-79961017846,0,2002
2-s2.0-4243940183,0,2002
2-s2.0-4244109876,0,2002
2-s2.0-0036939460,1,2002
2-s2.0-33646604257,0,2002
2-s2.0-0036935214,1,2002
2-s2.0-0036939470,1,2002
2-s2.0-0036891949,0,2002
2-s2.0-80051476683,0,2002
2-s2.0-4243865625,0,2002
2-s2.0-0037071291,0,2002
2-s2.0-41349094507,0,2002
2-s2.0-0001119945,0,2002
2-s2.0-0037091154,0,2002
2-s2.0-41349092899,0,2002
2-s2.0-37649030228,0,2002
2-s2.0-45849155406,0,2001
2-s2.0-0000489330,0,2001
2-s2.0-0042379768,1,2001
2-s2.0-0035633990,0,2001
2-s2.0-0035715351,0,2001
2-s2.0-0035554906,0,2001
2-s2.0-0035606798,1,2001
2-s2.0-33750845409,0,2001
2-s2.0-0035633987,1,2001
2-s2.0-4243397993,0,2001
2-s2.0-0035807309,0,2001
2-s2.0-0035807328,0,2001
2-s2.0-0035473977,0,2001
2-s2.0-0035442005,0,2001
2-s2.0-14344268574,0,2001
2-s2.0-0035817070,0,2001
2-s2.0-0000770857,0,2001
2-s2.0-4043158066,0,2001
2-s2.0-0035954682,0,2001
2-s2.0-0035876535,0,2001
2-s2.0-0035364750,0,2001
2-s2.0-0035938067,0,2001
2-s2.0-0035911636,0,2001
2-s2.0-0035848491,0,2001
2-s2.0-0008509650,0,2001
2-s2.0-20644457105,0,2001
2-s2.0-10944224909,0,2001
2-s2.0-0035793014,0,2001
2-s2.0-0034429204,0,2000
2-s2.0-0347934725,0,2000
2-s2.0-33750658209,0,2000
2-s2.0-0034318879,0,2000
2-s2.0-33750712823,0,2000
2-s2.0-17144398882,0,2000
2-s2.0-0034687267,0,2000
2-s2.0-17944365355,0,2000
2-s2.0-0034618430,0,2000
2-s2.0-18444380549,0,2000
2-s2.0-0034679996,0,2000
2-s2.0-0000666074,0,2000
2-s2.0-17144418158,0,2000
2-s2.0-0002010901,0,2000
2-s2.0-0040291113,0,2000
2-s2.0-0033689167,0,2000
2-s2.0-0000500659,0,2000
2-s2.0-0034347459,0,2000
2-s2.0-0033734063,0,2000
2-s2.0-17044434224,0,2000
2-s2.0-4243227939,0,2000
2-s2.0-0003000719,0,2000
2-s2.0-4243605697,0,2000
2-s2.0-4243650389,0,2000
2-s2.0-18144378075,0,2000
2-s2.0-4244157978,0,1999
2-s2.0-0033234098,0,1999
2-s2.0-9744248726,0,1999
2-s2.0-0000141337,0,1999
2-s2.0-0041154258,0,1999
2-s2.0-0001722564,0,1999
2-s2.0-0002652880,0,1999
2-s2.0-3543148146,0,1999
2-s2.0-4243530917,0,1999
2-s2.0-18044371031,0,1999
2-s2.0-12444300105,0,1999
2-s2.0-17144398096,0,1999
2-s2.0-17144394495,0,1999
2-s2.0-17044400133,0,1999
2-s2.0-0000372030,0,1999
2-s2.0-4243699699,0,1999
2-s2.0-0001732799,0,1999
2-s2.0-0001732802,0,1999
2-s2.0-0344718028,0,1999
2-s2.0-0001294441,0,1998
2-s2.0-0032270187,0,1998
2-s2.0-34547237502,0,1998
2-s2.0-33750269219,0,1998
2-s2.0-4243810400,0,1998
2-s2.0-0000129682,0,1998
2-s2.0-0040206588,0,1998
2-s2.0-0347264730,0,1998
2-s2.0-4244181664,0,1998
2-s2.0-0000821363,0,1998
2-s2.0-33750231630,0,1998
2-s2.0-4243234671,0,1998
2-s2.0-0032281664,0,1998
2-s2.0-0001320956,0,1998
2-s2.0-4243530921,0,1998
2-s2.0-0346939153,0,1998
2-s2.0-0542395129,0,1998
2-s2.0-0542395128,0,1998
2-s2.0-0032142525,0,1998
2-s2.0-33750649683,0,1998
2-s2.0-0040579658,0,1998
2-s2.0-0040579656,0,1998
2-s2.0-0012509499,0,1998
2-s2.0-0000309124,0,1998
2-s2.0-7044256700,0,1997
2-s2.0-4243435782,0,1997
2-s2.0-0001223414,0,1997
2-s2.0-0348055665,0,1997
2-s2.0-0031189983,0,1997
2-s2.0-4243944531,0,1997
2-s2.0-4243648614,0,1997
2-s2.0-0038901635,0,1997
2-s2.0-4243627882,0,1997
2-s2.0-0000275683,0,1997
2-s2.0-0001550382,0,1997
2-s2.0-17444427912,0,1997
2-s2.0-6244285371,0,1997
2-s2.0-3843100230,0,1996
2-s2.0-4243977961,0,1996
2-s2.0-4243573879,0,1996
2-s2.0-0009542567,0,1996
2-s2.0-4243724163,0,1996
2-s2.0-4243539239,0,1996
2-s2.0-4243816300,0,1996
2-s2.0-4243800472,0,1996
2-s2.0-0042595362,0,1996
2-s2.0-0000626578,0,1996
2-s2.0-4243807338,0,1996
2-s2.0-4243902598,0,1996
2-s2.0-0042630885,0,1996
2-s2.0-0030106049,0,1996
2-s2.0-0030087609,0,1996
2-s2.0-33750160280,0,1995
2-s2.0-4243470523,0,1995
2-s2.0-0043213487,0,1995
2-s2.0-0001430105,0,1995
2-s2.0-0029389886,0,1995
2-s2.0-0028743291,0,1994
2-s2.0-0028282397,0,1994
2-s2.0-0024261599,0,1988
2-s2.0-45949123822,0,1987
2-s2.0-0022931917,0,1986
2-s2.0-0008989461,0,1997
2-s2.0-0016942992,0,1976
